name agn_name ra dec lii bii angular_separation error_radius assoc_probability optical_class sed_class redshift photon_flux_limit photon_flux photon_flux_error spectral_index spectral_index_error detection_significance variability_flag curvature_flag note_flag clean_flag type_flag null
"1FGL J0005.7+3815" "B2 0003+38A" 1.48825 38.33755 113.2103172 -23.67406158 0.088 0.2 0.99 FSRQ LSP 0.229 -999 6e-10 3e-10 2.86 0.13 8.4 N N S Y H -999
"1FGL J2250.1+3825" "B3 2247+381" 342.52396 38.41033 98.25415547 -18.5781109 0.023 0.038 1.0 BLL HSP 0.119 -999 1.4e-09 3e-10 1.68 0.15 10.5 N N S Y H -999
"1FGL J1734.4+3859" "B2 1732+38A" 263.58575 38.96428 64.02477685 31.00783697 0.026 0.033 1.0 FSRQ LSP 0.976 -999 6e-09 5e-10 2.22 0.05 32.2 Y N S Y H -999
"1FGL J0342.2+3859" "CLASS J0342+3859" 55.56779 38.98507 155.65979191 -12.79572856 0.012 0.102 0.0 FSRQ -999 0.945 < 1.1e-09 -999.0 2.17 0.29 4.7 N N -999 N A -999
"1FGL J0226.0+3922" "B2 0224+39" 36.78093 39.52811 142.33557777 -19.71122044 0.257 0.317 0.55 FSRQ -999 1.571 < 1e-09 -999.0 2.88 0.18 5.3 N N S N H -999
"1FGL J1023.6+3937" "B3 1019+397" 155.65591 39.5307 181.38137813 56.82138242 0.218 0.233 0.71 FSRQ -999 0.604 -999 6e-10 2e-10 2.45 0.17 5.1 N N Mm N H -999
"1FGL J1439.2+3930" "PG 1437+398" 219.82292 39.545 68.84726027 64.42312181 0.041 0.188 0.98 BLL HSP 0.349 -999 7e-10 2e-10 1.85 0.23 4.1 N N S Y H -999
"1FGL J1653.9+3945" "Mkn 501" 253.46758 39.76017 63.60003513 38.85914948 0.019 0.015 0.99 BLL HSP 0.034 -999 8.3e-09 6e-10 1.85 0.04 40.2 Y N S Y H -999
"1FGL J1023.6+3937" "4C +40.25" 155.79821 39.80428 180.85251366 56.87800873 0.203 0.233 0.89 FSRQ LSP 1.254 -999 6e-10 2e-10 2.45 0.17 5.1 N N Mm N H -999
"1FGL J1642.5+3947" "3C 345" 250.74504 39.81028 63.45502196 40.94884284 0.082 0.052 0.0 FSRQ LSP 0.593 -999 5.6e-09 5e-10 2.49 0.04 34.8 Y N -999 N A -999
"1FGL J1146.8+4004" "B2 1144+40" 176.74292 39.9762 164.95057331 71.47046826 0.105 0.121 0.98 FSRQ -999 1.089 -999 1e-09 3e-10 2.47 0.13 8.6 N N S Y H -999
"1FGL J1341.3+3951" "BZB J1341+3959" 205.27127 39.99595 87.43419615 73.52663617 0.149 0.174 0.93 BLL HSP 0.172 < 9e-10 -999.0 2.45 0.21 4.5 N N S Y H -999
"1FGL J1724.0+4002" "B2 1722+40" 261.02263 40.07681 64.89555462 33.1530891 0.037 0.083 1.0 AGN -999 1.049 -999 2.9e-09 4e-10 2.37 0.07 17.8 Y N S Y H -999
"1FGL J0230.8+4031" "B3 0227+403" 37.69046 40.54808 142.59496729 -18.50079544 0.028 0.15 1.0 FSRQ -999 1.019 -999 1.4e-09 3e-10 2.43 0.13 7.8 Y N S Y H -999
"1FGL J1033.2+4116" "B3 1030+415" 158.26546 41.26839 177.38763162 58.3675 0.041 0.112 0.99 FSRQ LSP 1.117 -999 1.1e-09 3e-10 2.48 0.12 9.8 N N S Y H -999
"1FGL J0923.2+4121" "B3 0920+416" 140.88042 41.42428 180.29953195 45.4583186 0.087 0.144 0.97 AGN -999 0.028 -999 1.2e-09 3e-10 2.39 0.14 8.6 N N S Y H -999
"1FGL J0912.3+4127" "B3 0908+416B" 138.04842 41.43594 180.32227724 43.33511337 0.035 0.128 0.98 FSRQ -999 2.563 -999 6e-10 2e-10 2.21 0.19 6.1 N N S Y H -999
"1FGL J0319.7+4130" "NGC 1275" 49.95067 41.5117 150.57580905 -13.26121343 0.008 0.025 1.0 AGN -999 0.018 -999 1.73e-08 8e-10 2.13 0.02 59.3 Y N S Y H -999
"1FGL J1433.9+4204" "B3 1432+422" 218.52375 42.05444 75.07183296 64.29859369 0.036 0.107 1.0 FSRQ -999 1.24 -999 7e-10 2e-10 2.25 0.2 6.3 N N S Y H -999
"1FGL J1519.7+4216" "B3 1518+423" 230.1655 42.18653 69.15278908 56.17539764 0.193 0.241 0.88 FSRQ -999 0.484 -999 4e-10 2e-10 2.56 0.2 4.3 N N S Y H -999
"1FGL J1121.0+4209" "1ES 1118+424" 170.20025 42.20346 167.85373562 66.16283737 0.058 0.062 0.99 BLL HSP 0.124 -999 1.1e-09 2e-10 1.63 0.16 9.3 N N S Y H -999
"1FGL J0102.2+4223" "CRATES J0102+4214" 15.61313 42.23861 125.10933868 -20.58656642 0.154 0.192 0.93 FSRQ -999 0.874 -999 6e-10 3e-10 2.74 0.15 7.8 N N S Y H -999
"1FGL J2202.8+4216" "BL Lac" 330.68038 42.27777 92.58957227 -10.44115884 0.026 0.043 1.0 BLL LSP 0.069 -999 7.1e-09 6e-10 2.38 0.04 32.1 Y N S Y H -999
"1FGL J0834.4+4221" "B3 0830+425" 128.47454 42.40053 178.61272312 36.27072436 0.102 0.138 0.98 FSRQ LSP 0.249 -999 9e-10 2e-10 2.47 0.15 7.9 N N S Y H -999
"1FGL J1428.7+4239" "1ES 1426+428" 217.13586 42.67252 77.48717666 64.89894314 0.035 0.03 0.99 BLL HSP 0.129 -999 9e-10 2e-10 1.49 0.18 11.1 N N S Y H -999
"1FGL J1709.6+4320" "B3 1708+433" 257.42121 43.31236 68.39169826 36.22466583 0.03 0.07 1.0 FSRQ LSP 1.027 -999 1.5e-09 3e-10 2.33 0.09 13.7 Y N S Y H -999
"1FGL J1225.8+4336" "B3 1224+439" 186.74125 43.68289 137.97407586 72.72345826 0.215 0.345 0.87 FSRQ -999 2.002 < 8e-10 -999.0 2.81 0.18 5.6 N N MM N H -999
"1FGL J1340.6+4406" "BZB J1340+4410" 205.12414 44.16776 96.04334868 70.31058263 0.064 0.069 1.0 BLL HSP 0.546 -999 5e-10 2e-10 1.82 0.33 4.9 N N S Y H -999
"1FGL J0128.6+4439" "CLASS J0128+4439" 22.17225 44.65499 129.87268884 -17.71415304 0.014 0.14 0.99 FSRQ -999 0.228 -999 8e-10 2e-10 2.35 0.16 5.5 Y N S Y H -999
"1FGL J0920.9+4441" "B3 0917+449" 140.24358 44.69833 175.70032641 44.81553269 0.01 0.028 1.0 FSRQ LSP 2.19 -999 1.4e-08 7e-10 2.28 0.02 70.3 Y Y S Y H -999
"1FGL J1514.7+4447" "BZQ J1514+4450" 228.65263 44.83447 74.29731319 56.45260019 0.055 0.17 0.98 FSRQ LSP 0.57 -999 8e-10 2e-10 2.47 0.17 6.8 N N S Y H -999
"1FGL J1345.4+4453" "B3 1343+451" 206.38821 44.88322 95.09686501 69.20747475 0.017 0.118 0.99 FSRQ LSP 2.534 -999 1.6e-09 3e-10 2.5 0.09 12.2 N N S Y H -999
"1FGL J0023.0+4453" "B3 0020+446" 5.89767 44.94328 117.76663411 -17.64900003 0.116 0.12 0.96 FSRQ -999 1.062 -999 1e-09 3e-10 2.46 0.16 7.1 N N S Y H -999
"1FGL J0654.3+4514" "B3 0650+453" 103.59879 45.23986 171.20975243 19.38184398 0.017 0.041 1.0 FSRQ LSP 0.933 -999 6.1e-09 5e-10 2.32 0.04 31.5 Y N S Y H -999
"1FGL J1727.3+4525" "B3 1726+455" 261.86521 45.51103 71.43221702 33.28064164 0.092 0.126 0.97 FSRQ LSP 0.714 -999 1.2e-09 3e-10 2.57 0.09 13.6 Y N S Y H -999
"1FGL J1616.1+4637" "CRATES J1616+4632" 244.01571 46.54033 72.91645642 45.63778903 0.087 0.261 0.96 FSRQ -999 0.95 -999 6e-10 2e-10 2.68 0.15 7.6 N N S Y H -999
"1FGL J1637.9+4707" "B3 1638+471B" 249.98325 47.08989 73.13821936 41.52123362 0.34 0.307 0.51 FSRQ -999 0.86 < 1e-09 -999.0 2.93 0.17 6.7 N N Mm N H -999
"1FGL J1637.9+4707" "BZQ J1636+4715" 249.10131 47.25998 73.41839217 42.1083753 0.293 0.307 0.66 FSRQ -999 0.823 < 1e-09 -999.0 2.93 0.17 6.7 N N Mm N H -999
"1FGL J1637.9+4707" "4C +47.44" 249.43804 47.29272 73.44068164 41.87817794 0.167 0.307 0.91 FSRQ LSP 0.74 < 1e-09 -999.0 2.93 0.17 6.7 N N Mm N H -999
"1FGL J1332.9+4728" "B3 1330+476" 203.1885 47.37297 103.85090866 68.19536148 0.106 0.223 0.96 FSRQ LSP 0.669 -999 5e-10 2e-10 2.55 0.21 4.3 N N S Y H -999
"1FGL J0137.0+4751" "OC 457" 24.24413 47.85808 130.78836405 -14.31779244 0.007 0.029 1.0 FSRQ LSP 0.859 -999 9.6e-09 6e-10 2.34 0.03 44.9 Y Y S Y H -999
"1FGL J0533.0+4825" "RX J0533.2+4823" 83.31611 48.38134 162.16074686 8.23011778 0.054 0.11 1.0 FSRQ -999 1.162 -999 2.3e-09 4e-10 2.43 0.35 10.3 Y N S N L -999
"1FGL J1312.4+4827" "CGRaBS J1312+4828" 198.18062 48.47525 113.37902523 68.25630421 0.052 0.138 0.99 FSRQ -999 0.501 -999 1.4e-09 3e-10 2.34 0.12 10.2 Y N S Y H -999
"1FGL J1829.8+4845" "3C 380" 277.38242 48.74616 77.22523925 23.50444904 0.059 0.184 0.99 AGN -999 0.692 -999 9e-10 3e-10 2.31 0.17 5.1 N N S Y H -999
"1FGL J1852.5+4853" "CGRaBS J1852+4855" 283.11896 48.92986 78.59343234 19.94517876 0.035 0.092 1.0 FSRQ LSP 1.25 -999 9e-10 3e-10 2.6 0.12 8.6 N N S Y H -999
"1FGL J1228.2+4855" "CRATES J1228+4858" 187.21571 48.96703 132.74027337 67.72905865 0.1 0.087 0.91 FSRQ LSP 1.722 -999 1.3e-09 3e-10 2.37 0.14 10.3 N N S Y H -999
"1FGL J1015.1+4927" "1ES 1011+496" 153.76721 49.43353 165.53386507 52.71223294 0.024 0.024 1.0 BLL HSP 0.2 -999 8.7e-09 6e-10 1.93 0.04 40.3 N N S Y H -999
"1FGL J1053.6+4927" "BZB J1053+4929" 163.43386 49.49888 160.23504287 58.2306074 0.049 0.041 0.98 BLL HSP 0.14 -999 1.1e-09 2e-10 1.63 0.15 11.4 N N S Y H -999
"1FGL J0113.8+4945" "CGRaBS J0113+4948" 18.36254 49.80669 126.57236213 -12.90940211 0.079 0.113 1.0 FSRQ LSP 0.395 -999 7e-10 3e-10 2.29 0.18 4.9 N N S Y H -999
"1FGL J1647.4+4948" "CGRaBS J1647+4950" 251.89546 49.8335 76.64481146 40.07578375 0.035 0.161 0.99 AGN -999 0.047 -999 1.1e-09 3e-10 2.54 0.14 7.8 N N S Y H -999
"1FGL J1224.2+5012" "CLASS J1224+5001" 186.04135 50.03208 133.96112488 66.50809362 0.173 0.166 0.65 FSRQ -999 1.065 < 1e-09 -999.0 2.72 0.21 5.7 N N S N H -999
"1FGL J0937.7+5005" "CGRaBS J0937+5008" 144.30138 50.1478 167.37204045 46.67939509 0.101 0.163 0.97 FSRQ LSP 0.276 -999 8e-10 2e-10 2.73 0.14 8.5 Y N S Y H -999
"1FGL J1727.9+5010" "I Zw 187" 262.07758 50.21958 77.06771402 33.53692572 0.064 0.174 0.98 BLL HSP 0.055 -999 9e-10 2e-10 1.96 0.18 6.7 N N S N H -999
"1FGL J1031.0+5051" "1ES 1028+511" 157.82716 50.89328 161.43849428 54.43937164 0.053 0.075 0.99 BLL HSP 0.361 -999 1e-09 2e-10 1.78 0.17 9.1 N N S Y H -999
"1FGL J2347.1+5142" "1ES 2344+514" 356.77015 51.70497 112.89142045 -9.90774891 0.007 0.06 1.0 BLL -999 0.044 -999 1.4e-09 3e-10 1.57 0.12 10.6 N N S N L -999
"1FGL J1331.0+5202" "CGRaBS J1330+5202" 202.6775 52.03761 109.07701046 64.02132558 0.056 0.12 0.99 AGN -999 0.688 < 5e-10 -999.0 2.59 0.32 4.2 N N S Y H -999
"1FGL J1740.0+5209" "4C +51.37" 265.15408 52.19539 79.56367362 31.74808696 0.09 0.063 0.78 FSRQ LSP 1.379 -999 3.4e-09 4e-10 2.71 0.05 30.8 Y N S N H -999
"1FGL J0809.5+5219" "CRATES J0809+5218" 122.45496 52.31619 166.24505182 32.91039724 0.042 0.055 0.99 BLL HSP 0.138 -999 2.4e-09 3e-10 2.1 0.1 15.3 N Y S Y H -999
"1FGL J1253.0+5301" "SDSS J125257.95+525925.6" 193.24145 52.99045 122.40484384 64.13623761 0.037 0.059 0.53 AGN -999 0.178 -999 3e-09 4e-10 2.14 0.07 19.8 N N Mm N H -999
"1FGL J0752.8+5353" "4C +54.15" 118.25575 53.88322 164.19982126 30.50584753 0.033 0.071 1.0 BLL LSP 0.2 -999 1.2e-09 3e-10 1.95 0.16 8.4 N N S Y H -999
"1FGL J1421.0+5421" "OQ 530" 214.94417 54.38744 98.30057476 58.31186412 0.185 0.132 0.71 BLL LSP 0.152 -999 9e-10 2e-10 2.77 0.17 8.7 N N S N H -999
"1FGL J1209.3+5444" "CRATES J1208+5441" 182.22608 54.6995 135.7837672 61.35473086 0.072 0.237 0.97 FSRQ -999 1.344 -999 6e-10 2e-10 2.92 0.16 8.0 Y N S Y H -999
"1FGL J0742.2+5443" "CRATES J0742+5444" 115.66579 54.7402 163.03734249 29.09190389 0.061 0.096 1.0 FSRQ LSP 0.723 -999 2.2e-09 3e-10 2.45 0.09 14.2 Y N S Y H -999
"1FGL J0957.7+5523" "4C +55.17" 149.40908 55.38269 158.59862341 47.9282009 0.016 0.028 1.0 FSRQ LSP 0.896 -999 1.05e-08 6e-10 2.05 0.03 49.7 N N S Y H -999
"1FGL J1756.6+5524" "CRATES J1757+5523" 269.36783 55.38664 83.51437306 29.55257233 0.123 0.136 0.96 AGN -999 0.065 -999 6e-10 3e-10 2.34 0.17 6.4 N N MM N H -999
"1FGL J1359.1+5539" "CRATES J1359+5544" 209.77392 55.7415 104.44994134 58.89247093 0.078 0.154 0.98 FSRQ -999 1.014 -999 9e-10 2e-10 2.66 0.15 8.3 Y N S Y H -999
"1FGL J0825.0+5555" "OJ 535" 126.19683 55.87853 161.95805552 35.11759897 0.064 0.156 0.99 FSRQ LSP 1.417 -999 9e-10 3e-10 2.87 0.11 11.4 Y N S Y H -999
"1FGL J1509.4+5602" "CLASS J1508+5604" 227.10302 56.07313 92.19063039 52.09016814 0.141 0.152 0.93 FSRQ -999 0.978 < 8e-10 -999.0 2.5 0.25 5.1 N N MM N H -999
"1FGL J1558.9+5627" "CRATES J1558+5625" 239.70121 56.42058 87.59045629 45.77390905 0.046 0.074 1.0 BLL LSP 0.3 -999 1.8e-09 3e-10 2.24 0.13 11.7 Y N S Y H -999
"1FGL J1058.6+5628" "CGRaBS J1058+5628" 164.65721 56.46978 149.59275967 54.42482128 0.012 0.024 1.0 BLL HSP 0.143 -999 5.7e-09 5e-10 1.97 0.05 33.5 Y N S Y H -999
"1FGL J1604.3+5710" "CGRaBS J1604+5714" 241.15567 57.24353 88.27471457 44.7354862 0.08 0.172 0.98 FSRQ LSP 0.72 -999 1.2e-09 3e-10 2.64 0.14 8.1 N N S Y H -999
"1FGL J1342.7+5753" "CRATES J1343+5754" 205.99008 57.91178 109.8207364 57.8594949 0.164 0.143 0.74 FSRQ ISP 0.933 < 8e-10 -999.0 2.09 0.29 4.2 N N S N H -999
"1FGL J0945.6+5754" "CRATES J0945+5757" 146.426 57.96325 156.11487088 45.39091461 0.049 0.118 0.99 BLL ISP 0.229 -999 1.1e-09 2e-10 2.18 0.15 8.3 N N S Y H -999
"1FGL J0102.8+5827" "TXS 0059+581" 15.69068 58.40309 124.41931505 -4.43594893 0.064 0.079 0.99 FSRQ -999 0.644 -999 4.2e-09 5e-10 2.38 0.13 16.3 Y N S N L -999
"1FGL J0710.6+5911" "BZB J0710+5908" 107.62528 59.13899 157.40431049 25.42647442 0.05 0.063 0.99 BLL HSP 0.125 -999 5e-10 2e-10 1.28 0.21 8.2 N N S Y H -999
"1FGL J1656.9+6017" "CRATES J1656+6012" 254.20104 60.20458 89.6270673 37.43040431 0.087 0.179 0.96 FSRQ LSP 0.623 -999 8e-10 2e-10 2.33 0.29 4.8 N N S Y H -999
"1FGL J0645.5+6033" "BZU J0645+6024" 101.25571 60.41175 155.24913422 22.59550422 0.167 0.134 0.87 AGN -999 0.832 -999 9e-10 3e-10 2.31 0.19 6.4 N N S Y H -999
"1FGL J1202.9+6032" "CRATES J1203+6031" 180.76462 60.52197 133.44949471 55.60740593 0.016 0.08 1.0 AGN -999 0.065 -999 1.1e-09 3e-10 2.08 0.17 8.2 N N S Y H -999
"1FGL J1033.8+6048" "CGRaBS J1033+6051" 158.46429 60.85203 147.78490566 49.10703914 0.05 0.092 1.0 FSRQ LSP 1.401 -999 2.2e-09 3e-10 2.46 0.08 17.7 Y N Mm N H -999
"1FGL J1033.8+6048" "CRATES J1032+6051" 158.22483 60.85767 147.89192716 49.01368593 0.134 0.092 0.53 FSRQ -999 1.064 -999 2.2e-09 3e-10 2.46 0.08 17.7 Y N Mm N H -999
"1FGL J0806.2+6148" "CGRaBS J0805+6144" 121.32575 61.73992 155.04619191 32.35114325 0.127 0.153 0.94 FSRQ LSP 3.033 -999 6e-10 2e-10 2.83 0.13 9.4 Y N S Y H -999
"1FGL J0941.2+6149" "BZB J0940+6148" 145.09353 61.80728 151.6059744 43.19688255 0.103 0.143 0.97 BLL HSP 0.211 -999 1e-09 2e-10 2.15 0.19 5.9 N N S Y H -999
"1FGL J0919.6+6216" "OK 630" 140.40096 62.2645 152.20031372 40.99367381 0.233 0.176 0.82 FSRQ LSP 1.446 -999 1.1e-09 3e-10 2.7 0.15 7.9 N N S Y H -999
"1FGL J2000.0+6508" "1ES 1959+650" 299.99937 65.14853 98.00338167 17.66975912 0.018 0.031 1.0 BLL HSP 0.049 -999 6e-09 5e-10 2.1 0.05 30.3 N N S Y H -999
"1FGL J1517.8+6530" "BZB J1517+6525" 229.44825 65.42313 102.26077331 45.38859655 0.086 0.102 0.99 BLL HSP 0.702 -999 5e-10 2e-10 1.69 0.27 5.8 N N S Y H -999
"1FGL J1000.1+6539" "CGRaBS J0958+6533" 149.69688 65.56522 145.74621658 43.13163141 0.164 0.248 0.94 BLL ISP 0.367 -999 5e-10 3e-10 2.51 0.16 6.3 N N S Y H -999
"1FGL J2038.1+6552" "NGC 6951" 309.30871 66.10564 100.8958094 14.85292851 0.241 0.236 0.65 AGN -999 0.005 -999 1.3e-09 4e-10 2.57 0.2 4.9 N N S N H -999
"1FGL J1849.3+6705" "CGRaBS J1849+6705" 282.317 67.09492 97.49135405 25.04370507 0.01 0.024 1.0 FSRQ LSP 0.657 -999 1.33e-08 7e-10 2.25 0.03 63.8 Y N S Y H -999
"1FGL J1136.2+6739" "BZB J1136+6737" 174.12536 67.61787 133.45302506 47.95070672 0.048 0.083 1.0 BLL HSP 0.136 -999 7e-10 2e-10 1.8 0.21 6.2 N N S Y H -999
"1FGL J0507.9+6738" "1ES 0502+675" 76.98405 67.62341 143.79487338 15.88968357 0.014 0.019 1.0 BLL HSP 0.416 -999 2.3e-09 3e-10 1.75 0.1 16.5 N N S Y H -999
"1FGL J1700.1+6830" "CGRaBS J1700+6830" 255.03875 68.50195 99.56279227 35.20327725 0.008 0.051 1.0 FSRQ LSP 0.301 -999 3.7e-09 4e-10 2.28 0.06 23.3 Y N S Y H -999
"1FGL J0956.5+6938" "M 82" 148.96969 69.67938 141.40947709 40.56749559 0.068 0.131 1.0 AGN -999 0.001 -999 1.7e-09 3e-10 2.36 0.13 8.3 N N S Y H -999
"1FGL J1807.0+6945" "3C 371" 271.71117 69.82447 100.13128874 29.1668328 0.066 0.085 0.99 BLL LSP 0.051 -999 1.9e-09 3e-10 2.6 0.08 15.5 N N S Y H -999
"1FGL J1748.5+7004" "CGRaBS J1748+7005" 267.13683 70.09744 100.52546198 30.72037359 0.015 0.042 1.0 BLL ISP 0.77 -999 2e-09 3e-10 2.05 0.1 13.5 N N S Y H -999
"1FGL J1136.6+7009" "Mkn 180" 174.11004 70.15759 131.90976566 45.64101298 0.018 0.042 1.0 BLL HSP 0.045 -999 1.7e-09 3e-10 1.86 0.11 12.5 N N S Y H -999
"1FGL J0842.2+7054" "4C +71.07" 130.3515 70.89506 143.54074084 34.42565887 0.071 0.149 0.99 FSRQ LSP 2.218 -999 1.2e-09 3e-10 2.98 0.12 13.2 N N S Y H -999
"1FGL J1221.5+7106" "CRATES J1220+7105" 185.01513 71.09197 126.57003599 45.81399056 0.124 0.215 0.94 FSRQ -999 0.451 -999 5e-10 2e-10 1.93 0.26 4.7 N N S Y H -999
"1FGL J0721.9+7120" "CGRaBS J0721+7120" 110.47271 71.34344 143.98102992 28.01755941 0.003 0.019 1.0 BLL ISP 0.31 -999 1.31e-08 7e-10 2.15 0.03 59.4 Y N S Y H -999
"1FGL J1048.8+7145" "CGRaBS J1048+7143" 162.11508 71.72664 135.44524197 42.28556568 0.041 0.078 1.0 FSRQ LSP 1.15 -999 1.6e-09 3e-10 2.47 0.13 10.0 N N S Y H -999
"1FGL J0639.9+7325" "CGRaBS J0639+7324" 99.8415 73.41611 141.27185452 25.06475048 0.039 0.142 1.0 FSRQ LSP 1.854 -999 6e-10 3e-10 2.73 0.17 6.5 N N S Y H -999
"1FGL J0217.8+7353" "1ES 0212+735" 34.37842 73.82572 128.9272324 11.96422607 0.061 0.149 0.99 FSRQ LSP 2.367 -999 1e-09 4e-10 2.85 0.13 6.7 Y N S N H -999
"1FGL J0515.2+7355" "CLASS J0516+7351" 79.12993 73.8524 138.62957784 19.77873662 0.115 0.167 0.0 BLL -999 0.249 -999 7e-10 3e-10 2.04 0.25 5.0 N N -999 N A -999
"1FGL J0745.2+7438" "1ES 0737+746" 116.02192 74.566 140.26584055 29.56916644 0.11 0.111 0.97 BLL HSP 0.315 -999 5e-10 2e-10 1.7 0.25 5.2 N N S Y H -999
"1FGL J0804.7+7534" "RX J0805.4+7534" 121.36042 75.57361 138.89625447 30.79478887 0.042 0.073 1.0 BLL HSP 0.121 -999 1.4e-09 3e-10 1.86 0.14 10.3 N N S Y H -999
"1FGL J1358.1+7646" "CGRaBS J1357+7643" 209.48071 76.7225 118.02906083 39.76615567 0.053 0.112 0.99 FSRQ -999 1.585 -999 1.1e-09 2e-10 2.25 0.16 9.2 N N S Y H -999
"1FGL J2006.0+7751" "CGRaBS J2005+7752" 301.37917 77.87867 110.4647004 22.73430195 0.034 0.155 1.0 BLL LSP 0.342 -999 1.4e-09 3e-10 2.42 0.16 7.3 N N S Y H -999
"1FGL J1800.4+7827" "CGRaBS J1800+7828" 270.19033 78.46778 110.03760531 29.06498982 0.013 0.06 1.0 BLL LSP 0.68 -999 3e-09 4e-10 2.35 0.07 20.5 Y N S Y H -999
"1FGL J2341.6+8015" "FRBA J2340+8015" 355.22616 80.25447 119.84462826 17.80818855 0.033 0.042 1.0 BLL HSP 0.274 -999 2.8e-09 4e-10 2.21 0.08 14.7 N N S Y H -999
"1FGL J1048.7+8054" "CGRaBS J1044+8054" 161.09613 80.91094 128.73964041 34.73579802 0.173 0.168 0.88 FSRQ LSP 1.26 -999 9e-10 2e-10 2.95 0.13 10.6 Y N S Y H -999
"1FGL J1635.4+8228" "NGC 6251" 248.13325 82.53789 115.76377564 31.19582666 0.116 0.089 0.88 AGN -999 0.025 -999 1.2e-09 3e-10 2.5 0.12 10.0 N N S Y H -999
