name agn_name ra dec lii bii angular_separation error_radius assoc_probability optical_class sed_class redshift photon_flux_limit photon_flux photon_flux_error spectral_index spectral_index_error detection_significance variability_flag curvature_flag note_flag clean_flag type_flag null
"1FGL J0132.6-1655" "PKS 0130-17" 23.18121 -16.91347 168.12414806 -76.01768038 0.022 0.072 1.0 FSRQ LSP 1.02 -999 2.5e-09 4e-10 2.56 0.06 23.2 Y N S Y H -999
"1FGL J0325.9-1649" "RBS 421" 51.42167 -16.77111 204.8664362 -52.92845514 0.071 0.096 1.0 BLL HSP 0.291 -999 6e-10 2e-10 1.88 0.28 4.9 N N S Y H -999
"1FGL J2348.0-1629" "PKS 2345-16" 357.01087 -16.52 65.5368873 -71.89229669 0.031 0.085 1.0 FSRQ LSP 0.576 -999 1.9e-09 3e-10 2.39 0.1 11.9 N N S Y H -999
"1FGL J0222.1-1618" "PKS 0219-164" 35.50304 -16.25461 190.19364914 -66.37465852 0.068 0.186 0.99 FSRQ LSP 0.698 -999 7e-10 2e-10 2.65 0.14 7.7 N N S Y H -999
"1FGL J2344.6-1554" "CGRaBS J2345-1555" 356.30192 -15.91883 65.67275924 -70.98514308 0.13 0.102 0.8 FSRQ LSP 0.621 -999 1.5e-09 3e-10 2.37 0.1 11.4 Y N S Y H -999
"1FGL J1441.7-1538" "PKS 1437-153" 219.987 -15.53069 337.85123343 39.87172962 0.458 0.459 0.86 BLL -999 0.636 < 8e-10 -999.0 2.76 0.18 4.4 N N MM N H -999
"1FGL J1441.7-1538" "CRATES J1441-1523" 220.43925 -15.39342 338.42673214 39.75587649 0.244 0.459 0.81 FSRQ -999 2.638 < 8e-10 -999.0 2.76 0.18 4.4 N N MM N H -999
"1FGL J2157.9-1503" "PKS 2155-152" 329.52617 -15.01925 40.63971936 -48.02228171 0.05 0.162 0.99 FSRQ LSP 0.672 -999 9e-10 3e-10 2.51 0.15 6.9 N N S Y H -999
"1FGL J1130.2-1447" "PKS 1127-14" 172.52937 -14.82428 275.28078938 43.63832432 0.04 0.089 0.99 FSRQ LSP 1.184 -999 2.4e-09 4e-10 2.73 0.06 23.2 Y N MM N H -999
"1FGL J1130.2-1447" "CXOCY J113008.8-144737" 172.5365 -14.79369 275.27133764 43.66892657 0.02 0.089 0.96 AGN -999 0.353 -999 2.4e-09 4e-10 2.73 0.06 23.2 Y N MM N H -999
"1FGL J2150.3-1410" "BZB J2150-1410" 327.56458 -14.18058 40.61524256 -45.94710954 0.015 0.098 1.0 BLL HSP 0.229 -999 8e-10 3e-10 2.05 0.25 5.4 N N S Y H -999
"1FGL J1226.7-1332" "CGRaBS J1226-1328" 186.72675 -13.47753 293.82785651 48.96010371 0.076 0.061 0.98 BLL -999 0.456 -999 1.6e-09 3e-10 1.82 0.14 8.9 N Y S Y H -999
"1FGL J0405.6-1309" "1WGA J0405.6-1313" 61.40111 -13.21577 205.86615848 -42.67824363 0.058 0.074 0.7 AGN -999 0.226 < 7e-10 -999.0 2.33 0.25 4.6 N N Mm N H -999
"1FGL J0405.6-1309" "PKS 0403-13" 61.39154 -13.13739 205.76414072 -42.65368884 0.039 0.074 1.0 FSRQ LSP 0.571 < 7e-10 -999.0 2.33 0.25 4.6 N N Mm N H -999
"1FGL J1733.0-1308" "PKS 1730-13" 263.26129 -13.08042 12.03232998 10.81148741 0.06 0.087 1.0 FSRQ LSP 0.902 -999 3.6e-09 5e-10 2.34 0.07 13.7 N N S Y H -999
"1FGL J1337.7-1255" "PKS 1335-127" 204.41575 -12.95686 320.0239832 48.37485592 0.033 0.093 0.99 FSRQ LSP 0.539 -999 2.1e-09 4e-10 2.5 0.09 13.6 N N S Y H -999
"1FGL J1332.6-1255" "CRATES J1332-1256" 203.16354 -12.93758 318.24903939 48.70453409 0.005 0.064 1.0 FSRQ -999 1.498 -999 3.8e-09 4e-10 2.45 0.06 22.0 Y N S Y H -999
"1FGL J0438.8-1250" "PKS 0436-129" 69.64592 -12.85097 209.73451091 -35.21933592 0.054 0.195 1.0 FSRQ -999 1.286 -999 5e-10 3e-10 2.39 0.18 4.9 N N S Y H -999
"1FGL J0850.0-1213" "CGRaBS J0850-1213" 132.54012 -12.22656 238.6595804 19.51951758 0.023 0.08 1.0 FSRQ LSP 0.566 -999 3.1e-09 4e-10 2.27 0.07 16.9 Y N S Y H -999
"1FGL J0257.8-1204" "CGRaBS J0257-1212" 44.42083 -12.20042 192.39252562 -56.88519188 0.137 0.18 0.97 FSRQ -999 1.391 -999 1.1e-09 3e-10 2.39 0.14 7.4 Y N S Y H -999
"1FGL J0730.3-1141" "PKS 0727-11" 112.57963 -11.68683 227.76790505 3.14034535 0.013 0.022 1.0 FSRQ -999 1.591 -999 2.07e-08 1e-09 2.33 0.14 67.6 Y N S N L -999
"1FGL J2023.7-1141" "CRATES J2023-1139" 305.90292 -11.66619 32.60349198 -25.68192583 0.04 0.109 0.99 FSRQ -999 0.698 -999 1.5e-09 3e-10 2.14 0.13 7.8 N N S Y H -999
"1FGL J0115.5-1132" "PKS 0113-118" 19.05217 -11.60428 144.66873569 -73.42183885 0.182 0.235 0.96 FSRQ LSP 0.672 -999 7e-10 2e-10 2.49 0.17 5.0 N N S Y H -999
"1FGL J1954.8-1124" "CGRaBS J1954-1123" 298.67146 -11.38964 29.65799517 -19.1339191 0.043 0.073 1.0 FSRQ -999 0.683 -999 3.7e-09 5e-10 2.27 0.06 17.1 Y N S Y H -999
"1FGL J1354.9-1041" "PKS 1352-104" 208.69383 -10.68408 327.15113754 49.18619184 0.032 0.106 0.99 FSRQ LSP 0.332 -999 2e-09 3e-10 2.44 0.08 15.0 Y N S Y H -999
"1FGL J0315.9-1033" "PKS 0313-107" 48.98696 -10.52761 193.94076003 -52.19129313 0.027 0.128 0.99 FSRQ -999 1.565 -999 1.4e-09 3e-10 2.28 0.13 8.7 N N S Y H -999
"1FGL J1416.2-1001" "PKS B1412-096" 213.83683 -9.93283 334.54525416 47.72213523 0.252 0.218 0.7 FSRQ -999 2.001 -999 7e-10 3e-10 2.59 0.15 5.4 N N S N H -999
"1FGL J1322.7-0943" "OP -034" 200.65379 -9.62717 315.61245402 52.47528513 0.098 0.178 0.97 FSRQ -999 1.864 -999 7e-10 3e-10 2.71 0.13 8.1 Y N S Y H -999
"1FGL J0141.7-0929" "PKS 0139-09" 25.35762 -9.47881 159.04897722 -68.76889291 0.068 0.056 0.97 BLL LSP 0.733 -999 1.3e-09 3e-10 2.11 0.12 10.8 N N S Y H -999
"1FGL J2131.7-0914" "RBS 1752" 322.89792 -9.25611 43.89396255 -39.67408676 0.035 0.035 0.99 BLL HSP 0.449 -999 9e-10 3e-10 1.82 0.19 8.0 N N S Y H -999
"1FGL J1512.8-0906" "PKS 1510-08" 228.21056 -9.09995 351.28925788 40.13874077 0.005 0.015 1.0 FSRQ LSP 0.36 -999 4.86e-08 1.4e-09 2.41 0.01 101.4 Y Y S Y H -999
"1FGL J1152.2-0836" "PKS B1149-084" 178.06858 -8.68425 279.0581055 51.42416885 0.07 0.267 0.98 FSRQ -999 2.367 -999 1e-09 3e-10 2.18 0.22 4.6 N N S Y H -999
"1FGL J0608.2-0837" "PKS 0605-08" 91.99875 -8.58056 215.7516777 -13.52380931 0.065 0.085 1.0 FSRQ LSP 0.872 -999 1.9e-09 4e-10 2.43 0.11 8.8 N N S Y H -999
"1FGL J2229.7-0832" "PKS 2227-08" 337.417 -8.54844 55.2219247 -51.70184859 0.031 0.056 1.0 FSRQ LSP 1.559 -999 4.6e-09 5e-10 2.65 0.04 38.9 Y N S Y H -999
"1FGL J0217.0-0829" "PKS 0214-085" 34.26108 -8.34786 174.07876131 -62.37991782 0.141 0.178 0.96 FSRQ LSP 0.607 -999 5e-10 2e-10 2.47 0.21 4.6 N N S Y H -999
"1FGL J1408.9-0751" "PKS 1406-076" 212.23534 -7.87407 333.88177862 50.28186945 0.024 0.061 1.0 FSRQ LSP 1.494 -999 1.8e-09 3e-10 2.42 0.08 13.7 Y N S Y H -999
"1FGL J0808.2-0750" "PKS 0805-07" 122.06475 -7.85275 229.04166386 13.16283325 0.017 0.026 1.0 FSRQ LSP 1.837 -999 1e-08 7e-10 2.14 0.04 38.8 Y N S Y H -999
"1FGL J1126.0-0741" "BZB J1125-0742" 171.46662 -7.70586 269.13764133 49.46807548 0.036 0.089 1.0 BLL HSP 0.279 -999 7e-10 2e-10 1.59 0.25 4.4 N N S Y H -999
"1FGL J2025.6-0735" "PKS 2023-07" 306.41942 -7.59797 36.8973895 -24.38732937 0.002 0.031 1.0 FSRQ LSP 1.388 -999 1.25e-08 7e-10 2.35 0.03 54.9 Y Y S Y H -999
"1FGL J1147.7-0722" "PKS 1145-071" 176.96479 -7.41142 276.63954024 52.18466167 0.048 0.092 0.99 FSRQ LSP 1.342 -999 2e-09 4e-10 2.39 0.09 13.2 N N S Y H -999
"1FGL J1204.3-0714" "CRATES J1204-0710" 181.06942 -7.16917 282.83063538 53.85182891 0.072 0.154 0.99 BLL ISP 0.185 -999 7e-10 2e-10 2.59 0.23 4.8 N N S Y H -999
"1FGL J0051.1-0649" "PKS 0048-071" 12.78421 -6.83394 122.7164431 -69.70556277 0.016 0.105 1.0 FSRQ LSP 1.975 -999 1.9e-09 3e-10 2.36 0.09 12.8 Y N S Y H -999
"1FGL J0422.0-0647" "CRATES J0422-0643" 65.545 -6.72925 200.76991389 -36.10138371 0.068 0.146 0.99 FSRQ ISP 0.242 < 1.1e-09 -999.0 2.35 0.17 5.6 N N S Y H -999
"1FGL J2030.3-0617" "CRATES J2030-0622" 307.56304 -6.37083 38.66428723 -24.85020248 0.077 0.102 0.98 FSRQ -999 0.667 -999 1.1e-09 3e-10 2.41 0.12 8.6 Y N S Y H -999
"1FGL J1121.5-0554" "PKS 1118-05" 170.35462 -5.899 266.21590242 50.44333396 0.027 0.056 1.0 FSRQ LSP 1.297 -999 4e-09 4e-10 2.28 0.06 23.0 Y Y S Y H -999
"1FGL J1256.2-0547" "3C 279" 194.04654 -5.78931 305.10434457 57.06240889 0.007 0.016 1.0 FSRQ LSP 0.536 -999 3.24e-08 1.1e-09 2.32 0.02 121.1 Y N S Y H -999
"1FGL J1511.1-0545" "PKS 1508-05" 227.7233 -5.71873 353.90940623 42.93559855 0.078 0.102 0.99 FSRQ LSP 1.185 -999 2.1e-09 4e-10 2.39 0.1 8.7 N N S Y H -999
"1FGL J0540.9-0547" "PKS 0539-057" 85.40867 -5.69706 210.05403604 -18.11000498 0.199 0.387 0.96 FSRQ LSP 0.839 -999 1.4e-09 4e-10 2.37 0.12 6.3 N N S N H -999
"1FGL J0017.4-0510" "CGRaBS J0017-0512" 4.39925 -5.21158 101.23946168 -66.64742912 0.04 0.079 1.0 FSRQ LSP 0.227 -999 1.5e-09 3e-10 2.6 0.07 20.2 Y Y S Y H -999
"1FGL J1331.9-0506" "PKS 1329-049" 203.01858 -5.16203 321.36397536 56.24855642 0.059 0.063 0.98 FSRQ LSP 2.15 -999 3.9e-09 4e-10 2.65 0.05 33.3 Y N S Y H -999
"1FGL J2225.8-0457" "3C 446" 336.44692 -4.95039 58.95966951 -48.84279387 0.026 0.083 1.0 FSRQ LSP 1.404 -999 2.1e-09 4e-10 2.53 0.07 17.4 N N S Y H -999
"1FGL J0050.0-0446" "PKS 0047-051" 12.58971 -4.87242 122.22224144 -67.74268181 0.119 0.184 0.98 FSRQ -999 0.92 -999 7e-10 3e-10 2.34 0.18 5.6 N N S Y H -999
"1FGL J0505.8-0416" "CRATES J0505-0419" 76.46346 -4.32408 204.33473041 -25.39895012 0.057 0.261 0.98 FSRQ LSP 1.481 -999 7e-10 3e-10 2.37 0.17 5.1 N N S Y H -999
"1FGL J2008.6-0419" "3C 407" 302.10161 -4.30814 37.96971968 -19.07043499 0.059 0.208 0.99 AGN -999 0.589 -999 1.1e-09 3e-10 2.36 0.18 4.3 N N S Y H -999
"1FGL J2323.5-0315" "PKS 2320-035" 350.88313 -3.28472 77.74368385 -58.22157756 0.029 0.092 1.0 FSRQ LSP 1.41 -999 2.4e-09 4e-10 2.45 0.08 15.3 Y N S Y H -999
"1FGL J1219.8-0309" "FRBA J1219-0314" 184.94041 -3.24 287.58542039 58.68472291 0.077 0.128 0.98 BLL HSP 0.299 -999 9e-10 3e-10 1.86 0.21 5.4 N N S Y H -999
"1FGL J0909.6-0229" "PKS 0907-023" 137.43717 -2.52511 232.83060471 28.98031126 0.044 0.079 0.99 FSRQ -999 0.957 -999 2.2e-09 3e-10 2.33 0.07 17.0 Y Y S Y H -999
"1FGL J2338.3-0231" "PKS 2335-027" 354.48892 -2.516 84.24992402 -59.74997541 0.106 0.122 0.97 FSRQ -999 1.072 -999 1.5e-09 3e-10 2.59 0.1 13.1 Y N S Y H -999
"1FGL J1011.0-0156" "CRATES J1010-0200" 152.71529 -2.00544 243.42951532 41.60220665 0.083 0.165 0.98 FSRQ -999 0.887 -999 7e-10 2e-10 2.23 0.16 5.5 N N S Y H -999
"1FGL J0501.0-0200" "PKS 0458-02" 75.30338 -1.98731 201.45104726 -25.29560838 0.033 0.147 1.0 FSRQ LSP 2.291 -999 1.1e-09 3e-10 2.5 0.11 9.4 N N S Y H -999
"1FGL J2134.0-0203" "4C -02.81" 323.54296 -1.88811 52.38971402 -36.50364245 0.172 0.201 0.92 FSRQ LSP 1.284 -999 8e-10 3e-10 2.31 0.14 5.7 N N S Y H -999
"1FGL J2322.3-0153" "PKS 2320-021" 350.76929 -1.84669 79.25272428 -57.02652667 0.181 0.179 0.84 FSRQ -999 1.774 -999 1.1e-09 3e-10 2.27 0.19 5.9 N N S Y H -999
"1FGL J0339.2-0143" "PKS 0336-01" 54.87892 -1.77661 188.00121974 -42.45468288 0.095 0.157 0.99 FSRQ LSP 0.852 -999 1.2e-09 3e-10 2.5 0.1 9.5 Y N Mm N H -999
"1FGL J0339.2-0143" "PKS 0336-017" 54.75413 -1.55489 187.65900098 -42.42409847 0.171 0.157 0.77 FSRQ -999 3.197 -999 1.2e-09 3e-10 2.5 0.1 9.5 Y N Mm N H -999
"1FGL J0423.2-0118" "PKS 0420-01" 65.81583 -1.34253 195.29011931 -33.13994134 0.037 0.045 1.0 FSRQ LSP 0.915 -999 5.6e-09 5e-10 2.42 0.04 32.4 Y N S Y H -999
"1FGL J0323.7-0106" "BZB J0323-0108" 50.98597 -1.14156 184.0218087 -45.15802124 0.055 0.104 0.99 BLL HSP 0.392 -999 8e-10 3e-10 1.47 0.19 8.6 N N MM N H -999
"1FGL J0725.9-0053" "PKS 0723-008" 111.461 -0.91571 217.69709923 7.22717138 0.043 0.077 1.0 BLL -999 0.128 -999 6e-10 3e-10 2.3 0.08 6.1 N N S N L -999
"1FGL J2014.5-0047" "AT20G J2014-0047" 303.61925 -0.78969 42.00692965 -18.76644378 0.021 0.08 0.0 BLL HSP 0.231 < 9e-10 -999.0 1.66 0.45 4.7 N N -999 N A -999
"1FGL J0442.7-0019" "BZB J0442-0018" 70.62542 -0.30853 197.19082822 -28.49940712 0.065 0.048 0.94 BLL -999 0.449 -999 6.3e-09 5e-10 2.44 0.04 39.4 Y N MM N H -999
"1FGL J0442.7-0019" "PKS 0440-00" 70.66108 -0.29539 197.19895243 -28.46208064 0.037 0.048 1.0 FSRQ LSP 0.844 -999 6.3e-09 5e-10 2.44 0.04 39.4 Y N MM N H -999
"1FGL J0017.7-0019" "PKS 0013-00" 4.04621 -0.25347 103.99886959 -61.82244788 0.39 0.315 0.57 FSRQ LSP 1.574 -999 5e-10 2e-10 2.88 0.18 5.1 N N S N H -999
"1FGL J1154.0-0008" "BZB J1154-0010" 178.51898 -0.1694 273.79943435 59.41833956 0.024 0.061 1.0 BLL HSP 0.254 -999 6e-10 3e-10 1.54 0.3 7.6 N N S Y H -999
"1FGL J2117.8+0016" "CRATES J2118+0013" 319.5725 0.22133 51.93202707 -32.02410363 0.115 0.134 0.91 FSRQ -999 0.463 -999 9e-10 3e-10 1.89 0.18 5.0 N N S Y H -999
"1FGL J0949.0+0021" "CGRaBS J0948+0022" 147.23883 0.37378 236.58951667 38.71333203 0.015 0.094 1.0 FSRQ HSP 0.585 -999 2.5e-09 4e-10 2.66 0.06 24.9 Y N S Y H -999
"1FGL J1730.4+0008" "PKS 1728+004" 262.64583 0.41075 23.78055735 18.10571655 0.272 0.247 0.91 FSRQ -999 1.335 -999 1e-09 4e-10 2.22 0.15 5.3 Y N S Y H -999
"1FGL J1133.1+0033" "PKS 1130+009" 173.33358 0.68133 264.364606 57.58292242 0.13 0.103 0.92 FSRQ -999 1.633 -999 2.1e-09 3e-10 2.18 0.11 12.2 N N MM N H -999
"1FGL J0011.1+0050" "CGRaBS J0011+0057" 2.87667 0.96439 102.44847216 -60.3096174 0.153 0.42 0.96 FSRQ LSP 1.492 -999 6e-10 2e-10 2.51 0.15 5.8 N N S Y H -999
"1FGL J1051.9+0106" "BZB J1051+0103" 162.96598 1.053 250.18003988 51.24478695 0.058 0.129 0.99 BLL ISP 0.265 -999 7e-10 3e-10 1.98 0.23 4.6 N N S Y H -999
"1FGL J0839.5+0059" "PKS 0837+012" 129.95671 1.07408 225.04211822 24.44801571 0.105 0.103 0.95 FSRQ LSP 1.123 -999 1.6e-09 3e-10 2.28 0.12 10.0 Y N S Y H -999
"1FGL J0416.8+0107" "CRATES J0416+0105" 64.21871 1.08997 191.81448874 -33.15909747 0.036 0.081 1.0 BLL HSP 0.287 -999 7e-10 3e-10 1.94 0.22 6.0 N N S Y H -999
"1FGL J0909.0+0126" "PKS 0906+01" 137.29204 1.35989 228.94454509 30.92468819 0.086 0.078 0.96 FSRQ LSP 1.024 -999 2.4e-09 4e-10 2.74 0.06 25.8 Y N S Y H -999
"1FGL J0312.6+0131" "PKS 0310+013" 48.18167 1.55486 178.51049593 -45.52150114 0.035 0.068 1.0 FSRQ -999 0.664 -999 1.8e-09 3e-10 2.31 0.09 12.8 Y N S Y H -999
"1FGL J1058.4+0134" "PKS 1055+01" 164.62333 1.56633 251.51058686 52.77395824 0.016 0.035 1.0 FSRQ LSP 0.888 -999 7.1e-09 6e-10 2.29 0.04 35.5 Y N S Y H -999
"1FGL J0108.6+0135" "4C +01.02" 17.16154 1.58342 131.82702251 -60.99078045 0.013 0.047 1.0 FSRQ LSP 2.107 -999 5.6e-09 5e-10 2.54 0.04 42.1 Y N S Y H -999
"1FGL J0739.1+0138" "PKS 0736+01" 114.82512 1.61794 216.98966747 11.38015431 0.045 0.082 1.0 FSRQ LSP 0.191 -999 2.3e-09 4e-10 2.63 0.06 21.2 Y N S Y H -999
"1FGL J0217.9+0144" "PKS 0215+015" 34.454 1.74714 162.14000665 -54.41314622 0.026 0.038 1.0 FSRQ LSP 1.715 -999 6e-09 5e-10 2.18 0.05 31.9 Y N S Y H -999
"1FGL J0811.2+0148" "PKS 0808+019" 122.86129 1.78117 220.70633335 18.56898251 0.061 0.117 1.0 BLL LSP 1.148 -999 1.1e-09 3e-10 2.45 0.12 8.9 N N S Y H -999
"1FGL J1108.3+0210" "PKS 1106+023" 167.18954 2.04469 254.13043232 54.87597075 0.16 0.23 0.94 AGN -999 0.157 -999 8e-10 3e-10 2.22 0.24 4.5 N N Mm N H -999
"1FGL J1229.1+0203" "3C 273" 187.27792 2.05239 289.95088978 64.35997796 0.002 0.036 1.0 FSRQ LSP 0.158 -999 9.6e-09 6e-10 2.75 0.03 73.8 Y Y S Y H -999
"1FGL J1512.3+0201" "PKS 1509+022" 228.0656 2.05472 2.35446021 47.99408002 0.036 0.076 1.0 FSRQ LSP 0.219 -999 2.3e-09 4e-10 2.29 0.09 13.4 N N S Y H -999
"1FGL J0422.1+0211" "PKS 0420+022" 65.71754 2.32414 191.59151965 -31.22726153 0.228 0.25 0.86 FSRQ LSP 2.277 -999 1e-09 3e-10 2.54 0.18 4.4 N N S Y H -999
"1FGL J0326.2+0222" "1ES 0323+022" 51.55812 2.42076 180.74699024 -42.4314346 0.045 0.085 1.0 BLL HSP 0.147 -999 1.1e-09 3e-10 2.14 0.13 7.8 N N S Y H -999
"1FGL J1549.3+0235" "PKS 1546+027" 237.37267 2.617 10.84581541 40.90439851 0.037 0.083 1.0 FSRQ LSP 0.414 -999 2.4e-09 4e-10 2.46 0.09 14.3 Y N S Y H -999
"1FGL J0318.1+0254" "CLASS J0317+0248" 49.44965 2.81183 178.42206445 -43.73785622 0.135 0.165 0.0 FSRQ -999 0.748 -999 8e-10 3e-10 2.2 0.18 4.1 N N -999 N A -999
"1FGL J0842.2+0251" "BZB J0842+0252" 130.6063 2.88131 223.64888461 25.89637252 0.058 0.07 0.99 BLL HSP 0.425 -999 6e-10 3e-10 1.81 0.25 5.8 N N S Y H -999
"1FGL J0825.9+0309" "PKS 0823+033" 126.45975 3.15681 221.21887322 22.38817295 0.027 0.085 1.0 BLL LSP 0.506 -999 6e-10 2e-10 1.83 0.23 6.5 N N S Y H -999
"1FGL J1253.7+0326" "CRATES J1253+0326" 193.44588 3.44178 304.3887111 66.3068938 0.016 0.105 0.99 BLL HSP 0.065 < 9e-10 -999.0 1.48 0.32 4.8 N N S Y H -999
"1FGL J1505.0+0328" "PKS 1502+036" 226.277 3.44189 2.22659669 50.2543501 0.032 0.115 1.0 AGN -999 0.409 -999 1.1e-09 3e-10 2.69 0.11 10.6 N N S Y H -999
"1FGL J1804.1+0336" "CRATES J1803+0341" 270.9845 3.68544 30.79558036 12.2437044 0.097 0.147 0.95 FSRQ -999 1.42 -999 1.1e-09 4e-10 2.43 0.16 6.0 N N S Y H -999
"1FGL J0024.6+0346" "CLASS J0024+0349" 6.18841 3.81766 110.15521528 -58.39057994 0.045 0.099 0.0 FSRQ -999 0.545 -999 9e-10 3e-10 2.33 0.12 8.9 Y N -999 N A -999
"1FGL J0308.3+0403" "NGC 1218" 47.10927 4.11092 174.8580867 -44.51337651 0.056 0.073 0.98 AGN -999 0.029 -999 9e-10 3e-10 1.86 0.21 5.2 N N S Y H -999
"1FGL J1222.5+0415" "4C +04.42" 185.59396 4.22106 284.81916925 66.06552076 0.063 0.093 0.99 FSRQ LSP 0.965 -999 9e-10 3e-10 2.66 0.1 11.4 N N S Y H -999
"1FGL J1728.2+0431" "PKS 1725+044" 262.10396 4.45136 27.29422171 20.47714931 0.08 0.16 0.99 FSRQ LSP 0.293 -999 1.3e-09 3e-10 2.65 0.11 9.8 N N S Y H -999
"1FGL J0831.6+0429" "PKS 0829+046" 127.95367 4.49419 220.69341252 24.33179852 0.039 0.105 1.0 BLL LSP 0.174 -999 2.5e-09 4e-10 2.5 0.07 18.3 Y N S Y H -999
"1FGL J2204.6+0442" "4C +04.77" 331.07358 4.66722 64.70107784 -38.6313861 0.096 0.143 0.99 AGN -999 0.027 -999 1.3e-09 3e-10 2.43 0.14 7.9 N N S Y H -999
"1FGL J1239.5+0443" "CRATES J1239+0443" 189.8865 4.71811 295.19834691 67.41112204 0.006 0.049 1.0 FSRQ -999 1.761 -999 3.8e-09 4e-10 2.35 0.06 24.9 Y N S Y H -999
"1FGL J2357.2+0445" "CLASS J2357+0448" 359.27794 4.81576 98.55423081 -55.46361971 0.07 0.196 0.0 FSRQ -999 1.251 < 7e-10 -999.0 2.92 0.17 6.7 N N -999 N A -999
"1FGL J2357.2+0445" "RX J2357.4+0458" 359.37 4.96972 98.80403322 -55.35405207 0.215 0.196 0.0 AGN -999 0.285 < 7e-10 -999.0 2.92 0.17 6.7 N N -999 N A -999
"1FGL J1016.1+0514" "CRATES J1016+0513" 154.01308 5.21731 236.51929698 47.03263838 0.026 0.035 1.0 FSRQ -999 1.713 -999 6.1e-09 5e-10 2.28 0.04 34.8 Y N S Y H -999
"1FGL J0427.5+0515" "PKS 0423+051" 66.65254 5.30553 189.36302142 -28.77056327 0.228 0.197 0.56 FSRQ -999 1.333 -999 1e-09 3e-10 2.72 0.12 8.3 N N S N H -999
"1FGL J1550.7+0527" "4C +05.64" 237.64696 5.45292 14.21646026 42.23083886 0.036 0.148 0.99 FSRQ LSP 1.422 -999 1.3e-09 3e-10 2.36 0.15 6.5 N N S Y H -999
"1FGL J2017.3+0603" "CLASS J2017+0603" 304.30593 6.05194 48.60079625 -15.99298691 0.034 0.038 0.0 FSRQ ISP 1.743 -999 6.9e-09 6e-10 1.88 0.05 24.5 N Y -999 N A -999
"1FGL J1736.3+0628" "PKS 1734+063" 264.30721 6.351 30.15265276 19.38230827 0.253 0.225 0.7 FSRQ -999 1.207 -999 8e-10 3e-10 2.7 0.17 4.6 N N Mm N H -999
"1FGL J1012.2+0634" "CRATES J1012+0630" 153.05562 6.51589 234.15926125 46.97471727 0.056 0.104 1.0 BLL LSP 0.727 -999 8e-10 2e-10 2.3 0.2 6.1 N N S Y H -999
"1FGL J1736.3+0628" "CGRaBS J1736+0631" 264.11912 6.52986 30.23380768 19.62943531 0.061 0.225 0.99 FSRQ -999 2.388 -999 8e-10 3e-10 2.7 0.17 4.6 N N Mm N H -999
"1FGL J0457.9+0649" "4C +06.21" 74.28212 6.75203 192.70996211 -21.66366096 0.207 0.188 0.84 FSRQ LSP 0.405 -999 1.4e-09 3e-10 2.47 0.13 8.2 N N S Y H -999
"1FGL J2212.9+0654" "CRATES J2212+0646" 333.21183 6.76908 68.52763751 -38.81094996 0.147 0.194 0.94 FSRQ -999 1.121 -999 1.2e-09 3e-10 2.33 0.11 9.0 N N S N H -999
"1FGL J2148.5+0654" "4C +06.69" 327.02275 6.96072 63.65601763 -34.07164605 0.124 0.267 0.96 FSRQ LSP 0.999 -999 7e-10 3e-10 2.56 0.21 4.3 N N S Y H -999
"1FGL J1120.4+0710" "SDSS J112042.47+071311.5" 170.17696 7.21985 251.54381392 60.68586905 0.072 0.096 0.59 AGN -999 0.288 -999 8e-10 2e-10 2.03 0.17 6.7 N N Mm N H -999
"1FGL J0532.9+0733" "OG 050" 83.1625 7.54536 196.84165141 -13.73865465 0.082 0.058 0.92 FSRQ LSP 1.254 -999 3.3e-09 5e-10 2.47 0.06 18.0 N N S Y H -999
"1FGL J2334.3+0735" "CGRaBS J2334+0736" 353.55342 7.60764 91.88487514 -50.55007381 0.039 0.141 0.99 FSRQ LSP 0.401 -999 1.2e-09 3e-10 2.44 0.13 8.0 N N S Y H -999
"1FGL J0407.5+0749" "CGRaBS J0407+0742" 61.87121 7.70208 183.87220211 -31.15592717 0.123 0.176 0.97 FSRQ ISP 1.133 -999 8e-10 3e-10 2.37 0.18 4.6 N N S N H -999
"1FGL J0259.5+0743" "PKS 0256+075" 44.86283 7.79433 169.11594437 -43.30745392 0.08 0.163 0.98 FSRQ LSP 0.893 -999 1e-09 3e-10 2.52 0.14 6.8 N N S Y H -999
"1FGL J2110.0+0811" "CRATES J2110+0809" 317.54033 8.16539 58.14311486 -25.88139691 0.052 0.138 0.98 FSRQ -999 1.58 -999 1.6e-09 3e-10 2.29 0.11 9.4 N N S Y H -999
"1FGL J1551.7+0851" "SDSS J155140.52+085226.1" 237.91882 8.87393 18.42569461 43.74737322 0.034 0.163 0.71 AGN -999 0.071 -999 6e-10 3e-10 2.21 0.19 4.4 N N Mm N H -999
"1FGL J0517.6+0857" "CLASS J0517+0858" 79.41693 8.97661 193.59288364 -16.17542153 0.025 0.109 0.0 FSRQ -999 0.328 -999 1.1e-09 4e-10 2.58 0.12 8.5 N N -999 N A -999
"1FGL J1818.1+0905" "CRATES J1818+0903" 274.66692 9.06283 37.37924272 11.36542997 0.128 0.124 0.88 FSRQ -999 0.354 -999 2.2e-09 4e-10 2.42 0.1 9.8 N N S Y H -999
"1FGL J2147.2+0929" "PKS 2144+092" 326.79237 9.49631 65.79571053 -32.26225474 0.026 0.064 1.0 FSRQ LSP 1.113 -999 4.1e-09 4e-10 2.64 0.05 34.2 Y N S Y H -999
